bond_type,currency,time_to_maturity_days,coupon_type,label
Agency,USD,1311,fixed,D
Agency,USD,312,floating,A
Agency,USD,1874,fixed,D
Agency,USD,243,fixed,B
Agency,USD,903,floating,A
Agency,USD,1287,fixed,D
Agency,USD,480,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,1199,floating,A
Agency,USD,1740,fixed,D
Agency,USD,381,floating,A
Agency,USD,1050,fixed,D
Agency,USD,1532,fixed,D
Agency,USD,334,fixed,B
Agency,USD,562,floating,A
Agency,USD,340,floating,A
Agency,USD,330,fixed,B
Agency,USD,344,fixed,B
Agency,USD,734,floating,A
Agency,CAD,389,fixed,C
Agency,USD,1920,fixed,D
Agency,USD,312,floating,A
Agency,USD,312,fixed,B
Agency,USD,438,fixed,D
Agency,USD,347,fixed,B
Agency,USD,318,fixed,B
Agency,USD,340,floating,A
Agency,USD,414,fixed,D
Agency,USD,1156,fixed,D
Agency,USD,428,fixed,D
Agency,USD,1235,fixed,D
Agency,USD,360,fixed,B
Agency,CAD,391,fixed,C
Agency,USD,380,fixed,D
Agency,USD,368,fixed,D
Agency,USD,1639,fixed,D
Agency,USD,709,fixed,D
Agency,USD,319,fixed,B
Agency,USD,241,fixed,B
Agency,USD,610,fixed,D
Agency,USD,883,fixed,D
Agency,USD,356,fixed,B
Agency,CAD,310,fixed,C
Agency,USD,846,fixed,D
Agency,CAD,344,floating,C
Agency,USD,378,fixed,D
Agency,CAD,383,fixed,C
Agency,CAD,985,fixed,C
Agency,USD,402,fixed,D
Agency,USD,398,fixed,D
Agency,CAD,388,fixed,C
Agency,USD,363,fixed,B
Agency,USD,355,floating,A
Agency,USD,1267,fixed,D
Agency,CAD,341,fixed,C
Agency,USD,396,floating,A
Agency,USD,794,fixed,D
Agency,USD,1246,floating,A
Agency,CAD,107,floating,C
Agency,USD,1772,fixed,D
Agency,USD,1412,fixed,D
Agency,USD,404,fixed,D
Agency,CAD,385,fixed,C
Agency,CAD,390,fixed,C
Agency,USD,605,fixed,D
Agency,USD,352,fixed,B
Agency,USD,347,floating,A
Agency,CAD,608,fixed,C
Agency,USD,1828,fixed,D
Agency,USD,403,fixed,D
Agency,USD,290,floating,A
Agency,USD,423,fixed,D
Agency,USD,395,fixed,D
Agency,USD,404,fixed,D
Agency,CAD,360,fixed,C
Agency,USD,399,fixed,D
Agency,USD,393,fixed,D
Agency,USD,1429,fixed,D
Agency,USD,706,fixed,D
Agency,CAD,421,floating,C
Agency,USD,366,floating,A
Agency,USD,384,fixed,D
Agency,USD,381,fixed,D
Agency,USD,1778,fixed,D
Agency,USD,702,floating,A
Agency,USD,1209,floating,A
Agency,USD,349,fixed,B
Agency,USD,324,fixed,B
Agency,USD,387,fixed,D
Agency,USD,816,fixed,D
Agency,CAD,1667,fixed,C
Agency,USD,649,fixed,D
Agency,CAD,418,fixed,C
Agency,USD,1385,fixed,D
Agency,USD,414,fixed,D
Agency,USD,585,fixed,D
Agency,USD,1390,fixed,D
Agency,USD,1985,fixed,D
Agency,USD,312,floating,A
Agency,USD,136,floating,A
Agency,USD,377,fixed,D
Agency,USD,1736,fixed,D
Agency,CAD,386,fixed,C
Agency,CAD,373,floating,C
Agency,USD,1499,fixed,D
Agency,USD,310,floating,A
Agency,USD,379,fixed,D
Agency,USD,382,fixed,D
Agency,USD,334,fixed,B
Agency,USD,344,floating,A
Agency,USD,678,floating,A
Agency,CAD,401,fixed,C
Agency,USD,341,fixed,B
Agency,CAD,492,fixed,C
Agency,CAD,312,floating,C
Agency,USD,584,fixed,D
Agency,USD,221,fixed,B
Agency,CAD,1308,fixed,C
Agency,CAD,391,fixed,C
Agency,USD,334,fixed,B
Agency,USD,384,fixed,D
Agency,USD,155,floating,A
Agency,USD,1422,floating,A
Agency,USD,412,floating,A
Agency,USD,461,fixed,D
Agency,USD,1601,fixed,D
Agency,USD,315,fixed,B
Agency,USD,1728,fixed,D
Agency,USD,1931,fixed,D
Agency,USD,330,fixed,B
Agency,USD,416,fixed,D
Agency,USD,1650,fixed,D
Agency,USD,1999,fixed,D
Agency,USD,701,fixed,D
Agency,USD,308,fixed,B
Agency,USD,416,fixed,D
Agency,USD,481,floating,A
Agency,USD,317,fixed,B
Agency,USD,1469,fixed,D
Agency,USD,1135,floating,A
Agency,CAD,638,floating,C
Agency,USD,948,floating,A
Agency,USD,394,floating,A
Agency,USD,232,floating,A
Agency,USD,1183,fixed,D
Agency,USD,322,floating,A
Agency,USD,423,floating,A
Agency,USD,587,fixed,D
Agency,USD,420,floating,A
Agency,USD,346,floating,A
Agency,USD,353,floating,A
Agency,CAD,1452,floating,C
Agency,USD,169,fixed,B
Agency,USD,402,fixed,D
Agency,USD,291,fixed,B
Agency,USD,328,fixed,B
Agency,USD,307,floating,A
Agency,USD,708,floating,A
Agency,USD,132,fixed,B
Agency,USD,683,floating,A
Agency,CAD,246,fixed,C
Agency,USD,1910,floating,A
Agency,USD,373,fixed,D
Agency,USD,349,fixed,B
Agency,USD,315,fixed,B
Agency,USD,332,fixed,B
Agency,USD,1022,fixed,D
Agency,USD,331,fixed,B
Agency,USD,304,fixed,B
Agency,USD,1701,fixed,D
Agency,USD,380,fixed,D
Agency,USD,316,fixed,B
Agency,USD,348,fixed,B
Agency,USD,86,fixed,B
Agency,USD,360,fixed,B
Agency,USD,337,fixed,B
Agency,CAD,379,floating,C
Agency,USD,1685,fixed,D
Agency,USD,366,floating,A
Agency,USD,1638,fixed,D
Agency,USD,411,floating,A
Agency,USD,851,floating,A
Agency,USD,345,fixed,B
Agency,USD,322,fixed,B
Agency,USD,405,fixed,D
Agency,USD,450,fixed,D
Agency,USD,626,fixed,D
Agency,USD,411,fixed,D
Agency,USD,1333,floating,A
Agency,USD,295,floating,A
Agency,USD,1037,fixed,D
Agency,USD,316,fixed,B
Agency,USD,764,fixed,D
Agency,USD,1274,fixed,D
Agency,USD,318,floating,A
Agency,USD,364,fixed,B
Agency,CAD,393,fixed,C
Agency,USD,301,fixed,B
Agency,USD,1222,fixed,D
Agency,USD,337,fixed,B
Agency,USD,308,fixed,B
Agency,USD,1229,fixed,D
Agency,USD,359,fixed,B
Agency,USD,425,floating,A
Agency,USD,327,fixed,B
Agency,USD,1700,floating,A
Agency,CAD,1391,fixed,C
Agency,USD,367,fixed,D
Agency,USD,1410,floating,A
Agency,CAD,461,fixed,C
Agency,USD,817,fixed,D
Agency,USD,383,fixed,D
Agency,USD,389,fixed,D
Agency,CAD,328,floating,C
Agency,USD,761,fixed,D
Agency,USD,1012,fixed,D
Agency,CAD,1499,fixed,C
Agency,USD,237,fixed,B
Agency,CAD,1696,fixed,C
Agency,CAD,1254,fixed,C
Agency,CAD,332,floating,C
Agency,USD,886,fixed,D
Agency,USD,309,floating,A
Agency,USD,351,fixed,B
Agency,USD,252,floating,A
Agency,USD,347,fixed,B
Agency,CAD,755,fixed,C
Agency,USD,1284,fixed,D
Agency,USD,1407,fixed,D
Agency,USD,1229,fixed,D
Agency,USD,323,fixed,B
Agency,USD,342,fixed,B
Agency,USD,386,fixed,D
Agency,USD,344,floating,A
Agency,USD,334,floating,A
Agency,USD,368,fixed,D
Agency,USD,360,floating,A
Agency,USD,347,fixed,B
Agency,USD,394,fixed,D
Agency,CAD,398,floating,C
Agency,USD,353,fixed,B
Agency,USD,404,fixed,D
Agency,USD,406,fixed,D
Agency,USD,362,fixed,B
Agency,CAD,1301,fixed,C
Agency,USD,319,fixed,B
Agency,USD,503,fixed,D
Agency,USD,1116,fixed,D
Agency,USD,1609,fixed,D
Agency,USD,412,fixed,D
Agency,USD,1096,floating,A
Agency,USD,321,fixed,B
Agency,USD,300,fixed,B
Agency,CAD,300,fixed,C
Agency,USD,1425,fixed,D
Agency,CAD,424,fixed,C
Agency,USD,374,fixed,D
Agency,USD,1857,fixed,D
Agency,USD,1396,fixed,D
Agency,CAD,420,floating,C
Agency,USD,358,fixed,B
Agency,CAD,428,fixed,C
Agency,USD,416,fixed,D
Agency,USD,311,fixed,B
Agency,USD,343,fixed,B
Agency,USD,1986,floating,A
Agency,USD,653,floating,A
Agency,USD,925,floating,A
Agency,USD,332,fixed,B
Agency,USD,429,fixed,D
Agency,USD,1215,fixed,D
Agency,USD,321,floating,A
Agency,USD,1001,fixed,D
Agency,USD,1241,fixed,D
Agency,USD,333,fixed,B
Agency,USD,315,floating,A
Agency,USD,1007,floating,A
Agency,CAD,425,fixed,C
Agency,USD,1304,fixed,D
Agency,USD,354,fixed,B
Agency,CAD,1509,fixed,C
Agency,USD,358,fixed,B
Agency,USD,1532,fixed,D
Agency,CAD,354,fixed,C
Agency,CAD,315,fixed,C
Agency,USD,397,floating,A
Agency,USD,387,fixed,D
Agency,USD,1876,fixed,D
Agency,CAD,1427,fixed,C
Agency,CAD,1426,fixed,C
Agency,USD,404,fixed,D
Agency,USD,341,fixed,B
Agency,USD,1640,fixed,D
Agency,USD,1918,fixed,D
Agency,USD,320,fixed,B
Agency,USD,347,fixed,B
Agency,USD,749,fixed,D
Agency,USD,1893,fixed,D
Agency,USD,426,fixed,D
Agency,USD,429,fixed,D
Agency,USD,783,floating,A
Agency,USD,1475,fixed,D
Agency,CAD,723,floating,C
Agency,USD,1682,fixed,D
Agency,USD,305,floating,A
Agency,USD,463,fixed,D
Agency,USD,372,fixed,D
Agency,USD,703,fixed,D
Agency,USD,1349,fixed,D
Agency,USD,778,floating,A
Agency,USD,408,fixed,D
Agency,USD,1289,fixed,D
Agency,USD,422,fixed,D
Agency,USD,420,fixed,D
Agency,USD,1435,fixed,D
Agency,USD,347,floating,A
Agency,USD,1589,fixed,D
Agency,USD,281,fixed,B
Agency,USD,419,fixed,D
Agency,USD,412,floating,A
Agency,CAD,280,fixed,C
Agency,CAD,388,fixed,C
Agency,CAD,364,floating,C
Agency,USD,326,fixed,B
Agency,USD,404,fixed,D
Agency,USD,1655,fixed,D
Agency,USD,388,fixed,D
Agency,USD,343,floating,A
Agency,USD,354,floating,A
Agency,USD,1211,fixed,D
Agency,USD,1469,floating,A
Agency,USD,974,fixed,D
Agency,USD,1357,floating,A
Agency,USD,390,fixed,D
Agency,CAD,378,fixed,C
Agency,USD,763,fixed,D
Agency,USD,392,fixed,D
Agency,USD,317,fixed,B
Agency,USD,1122,fixed,D
Agency,USD,1668,fixed,D
Agency,USD,878,fixed,D
Agency,USD,373,fixed,D
Agency,USD,361,fixed,B
Agency,USD,307,fixed,B
Agency,CAD,302,floating,C
Agency,USD,331,fixed,B
Agency,USD,426,floating,A
Agency,USD,838,floating,A
Agency,USD,309,fixed,B
Agency,USD,83,fixed,B
Agency,USD,326,fixed,B
Agency,USD,994,floating,A
Agency,USD,313,fixed,B
Agency,USD,419,floating,A
Agency,USD,400,floating,A
Agency,CAD,1894,fixed,C
Agency,USD,355,fixed,B
Agency,CAD,953,fixed,C
Agency,USD,329,floating,A
Agency,USD,370,floating,A
Agency,USD,364,fixed,B
Agency,CAD,246,fixed,C
Agency,USD,328,fixed,B
Agency,USD,927,floating,A
Agency,USD,1950,fixed,D
Agency,USD,1016,floating,A
Agency,USD,338,fixed,B
Agency,USD,909,fixed,D
Agency,USD,369,floating,A
Agency,CAD,396,fixed,C
Agency,USD,1033,fixed,D
Agency,CAD,131,fixed,C
Agency,USD,329,fixed,B
Agency,USD,394,fixed,D
Agency,USD,390,fixed,D
Agency,CAD,14,fixed,C
Agency,USD,1297,fixed,D
Agency,USD,516,fixed,D
Agency,USD,1638,fixed,D
Agency,USD,1549,fixed,D
Agency,USD,328,floating,A
Agency,USD,1547,fixed,D
Agency,CAD,497,fixed,C
Agency,USD,634,fixed,D
Agency,USD,1542,floating,A
Agency,USD,350,floating,A
Agency,CAD,169,floating,C
Agency,CAD,378,floating,C
Agency,USD,1109,fixed,D
Agency,CAD,367,floating,C
Agency,USD,1099,fixed,D
Agency,USD,1017,floating,A
Agency,CAD,153,floating,C
Agency,USD,1275,floating,A
Agency,USD,1720,fixed,D
Agency,USD,369,floating,A
Agency,USD,453,fixed,D
Agency,USD,335,fixed,B
Agency,USD,377,fixed,D
Agency,USD,305,fixed,B
Agency,CAD,991,fixed,C
Agency,USD,1162,fixed,D
Agency,USD,434,fixed,D
Agency,USD,357,fixed,B
Agency,USD,1988,fixed,D
Agency,USD,352,fixed,B
Agency,USD,391,fixed,D
Agency,USD,972,fixed,D
Agency,USD,415,floating,A
Agency,USD,295,fixed,B
Agency,USD,391,fixed,D
Agency,USD,307,fixed,B
Agency,USD,396,fixed,D
Agency,USD,309,fixed,B
Agency,USD,395,fixed,D
Agency,USD,323,fixed,B
Agency,USD,416,fixed,D
Agency,CAD,1760,fixed,C
Agency,USD,408,fixed,D
Agency,USD,1538,floating,A
Agency,USD,718,fixed,D
Agency,USD,327,fixed,B
Agency,USD,387,fixed,D
Agency,USD,338,fixed,B
Agency,CAD,1615,fixed,C
Agency,USD,1961,fixed,D
Agency,USD,300,fixed,B
Agency,USD,362,fixed,B
Agency,USD,378,fixed,D
Agency,USD,402,fixed,D
Agency,USD,343,fixed,B
Agency,CAD,328,floating,C
Agency,USD,362,fixed,B
Agency,USD,959,fixed,D
Agency,USD,400,fixed,D
Agency,USD,1270,fixed,D
Agency,CAD,327,fixed,C
Agency,USD,429,fixed,D
Agency,USD,29,fixed,B
Agency,USD,417,fixed,D
Agency,CAD,1442,floating,C
Agency,USD,387,fixed,D
Agency,USD,330,floating,A
Agency,CAD,427,fixed,C
Agency,USD,1045,fixed,D
Agency,USD,306,fixed,B
Agency,USD,304,fixed,B
Agency,USD,388,floating,A
Agency,USD,1060,fixed,D
Agency,CAD,423,fixed,C
Agency,USD,1839,fixed,D
Agency,USD,1798,floating,A
Agency,CAD,1003,fixed,C
Agency,USD,312,floating,A
Agency,CAD,395,floating,C
Agency,USD,148,fixed,B
Agency,CAD,780,floating,C
Agency,USD,302,floating,A
Agency,USD,1494,fixed,D
Agency,USD,417,fixed,D
Agency,USD,424,fixed,D
Agency,CAD,1427,fixed,C
Agency,USD,337,fixed,B
Agency,USD,401,fixed,D
Agency,USD,104,fixed,B
Agency,USD,352,fixed,B
Agency,USD,254,fixed,B
Agency,USD,380,fixed,D
Agency,USD,1101,fixed,D
Agency,CAD,1017,fixed,C
Agency,USD,427,fixed,D
Agency,USD,406,fixed,D
Agency,USD,394,fixed,D
Agency,USD,299,floating,A
Agency,USD,1192,fixed,D
Agency,USD,954,fixed,D
Agency,USD,1583,fixed,D
Agency,USD,906,fixed,D
Agency,USD,1518,fixed,D
Agency,USD,1824,fixed,D
Agency,USD,422,fixed,D
Agency,USD,314,fixed,B
Agency,USD,861,fixed,D
Agency,USD,1532,fixed,D
Agency,USD,1625,fixed,D
Agency,USD,1,floating,A
Agency,USD,144,fixed,B
Agency,USD,183,floating,A
Agency,CAD,334,fixed,C
Agency,USD,387,fixed,D
Agency,USD,640,fixed,D
Agency,USD,29,fixed,B
Agency,USD,395,fixed,D
Agency,USD,1185,floating,A
Agency,CAD,374,fixed,C
Agency,USD,1111,fixed,D
Agency,USD,409,fixed,D
Agency,USD,1349,fixed,D
Agency,USD,361,fixed,B
Agency,USD,416,fixed,D
Agency,USD,322,fixed,B
Agency,USD,396,fixed,D
Agency,CAD,1166,fixed,C
Agency,USD,392,fixed,D
Agency,CAD,1692,fixed,C
Agency,USD,33,fixed,B
Agency,USD,367,floating,A
Agency,USD,503,floating,A
Agency,USD,531,fixed,D
Agency,CAD,27,fixed,C
Agency,USD,884,floating,A
Agency,CAD,1765,fixed,C
Agency,USD,51,fixed,B
Agency,USD,323,fixed,B
Agency,USD,372,fixed,D
Agency,USD,389,floating,A
Agency,CAD,1089,floating,C
Agency,USD,1232,floating,A
Agency,USD,936,fixed,D
Agency,USD,363,fixed,B
Agency,USD,818,floating,A
Agency,USD,588,fixed,D
Agency,USD,346,fixed,B
Agency,USD,1513,fixed,D
Agency,USD,323,fixed,B
Agency,CAD,553,fixed,C
Agency,USD,323,fixed,B
Agency,USD,336,fixed,B
Agency,USD,875,fixed,D
Agency,CAD,384,fixed,C
Agency,USD,1639,fixed,D
Agency,USD,422,fixed,D
Agency,USD,1570,fixed,D
Agency,USD,330,floating,A
Agency,USD,364,fixed,B
Agency,USD,418,fixed,D
Agency,USD,416,fixed,D
Agency,USD,78,floating,A
Agency,USD,1675,fixed,D
Agency,USD,300,fixed,B
Agency,USD,314,fixed,B
Agency,USD,1502,fixed,D
Agency,USD,389,floating,A
Agency,USD,376,fixed,D
Agency,USD,308,fixed,B
Agency,USD,1292,fixed,D
Agency,USD,348,fixed,B
Agency,USD,336,fixed,B
Agency,USD,1314,floating,A
Agency,USD,834,floating,A
Agency,CAD,886,floating,C
Agency,USD,453,fixed,D
Agency,USD,368,floating,A
Agency,USD,372,fixed,D
Agency,USD,340,fixed,B
Agency,USD,334,fixed,B
Agency,USD,358,fixed,B
Agency,CAD,489,floating,C
Agency,USD,416,floating,A
Agency,USD,313,floating,A
Agency,USD,1028,floating,A
Agency,USD,1803,fixed,D
Agency,CAD,354,fixed,C
Agency,USD,368,floating,A
Agency,USD,428,fixed,D
Agency,USD,326,floating,A
Agency,USD,312,fixed,B
Agency,USD,419,fixed,D
Agency,USD,25,fixed,B
Agency,CAD,94,fixed,C
Agency,USD,1047,floating,A
Agency,USD,403,floating,A
Agency,USD,416,fixed,D
Agency,CAD,1688,fixed,C
Agency,USD,387,fixed,D
Agency,USD,400,fixed,D
Agency,USD,388,fixed,D
Agency,USD,26,fixed,B
Agency,CAD,1429,fixed,C
Agency,USD,1251,fixed,D
Agency,USD,1687,fixed,D
Agency,USD,300,floating,A
Agency,USD,357,fixed,B
Agency,USD,400,fixed,D
Agency,USD,664,fixed,D
Agency,USD,1016,floating,A
Agency,CAD,314,floating,C
Agency,USD,1303,fixed,D
Agency,USD,375,fixed,D
Agency,USD,1546,floating,A
Agency,CAD,1541,fixed,C
Agency,USD,342,fixed,B
Agency,CAD,325,floating,C
Agency,CAD,397,fixed,C
Agency,USD,1566,fixed,D
Agency,USD,1014,floating,A
Agency,USD,307,fixed,B
Agency,USD,1575,fixed,D
Agency,USD,301,fixed,B
Agency,USD,373,floating,A
Agency,USD,1846,floating,A
Agency,USD,176,floating,A
Agency,CAD,424,fixed,C
Agency,USD,110,floating,A
Agency,USD,820,floating,A
Agency,CAD,382,fixed,C
Agency,USD,1000,fixed,D
Agency,USD,383,fixed,D
Agency,USD,589,floating,A
Agency,CAD,1122,fixed,C
Agency,USD,305,fixed,B
Agency,USD,1691,floating,A
Agency,USD,707,floating,A
Agency,USD,325,floating,A
Agency,USD,323,fixed,B
Agency,USD,74,fixed,B
Agency,CAD,1511,fixed,C
Agency,USD,1425,fixed,D
Agency,CAD,425,floating,C
Agency,USD,362,fixed,B
Agency,CAD,429,fixed,C
Agency,USD,1501,fixed,D
Agency,USD,1867,fixed,D
Agency,USD,307,floating,A
Agency,USD,137,fixed,B
Agency,USD,239,fixed,B
Agency,USD,1631,fixed,D
Agency,USD,1752,fixed,D
Agency,USD,1512,fixed,D
Agency,USD,1665,floating,A
Agency,USD,292,fixed,B
Agency,USD,378,fixed,D
Agency,USD,1673,floating,A
Agency,USD,1102,fixed,D
Agency,CAD,1678,fixed,C
Agency,USD,973,fixed,D
Agency,USD,352,fixed,B
Agency,USD,340,fixed,B
Agency,USD,310,floating,A
Agency,USD,229,floating,A
Agency,CAD,333,fixed,C
Agency,USD,705,fixed,D
Agency,USD,381,fixed,D
Agency,USD,375,fixed,D
Agency,USD,337,fixed,B
Agency,USD,401,fixed,D
Agency,USD,753,fixed,D
Agency,USD,376,floating,A
Agency,CAD,326,floating,C
Agency,USD,346,fixed,B
Agency,CAD,400,floating,C
Agency,USD,975,fixed,D
Agency,CAD,302,fixed,C
Agency,USD,332,fixed,B
Agency,USD,344,fixed,B
Agency,USD,279,fixed,B
Agency,USD,1105,fixed,D
Agency,USD,687,fixed,D
Agency,USD,824,fixed,D
Agency,USD,69,fixed,B
Agency,CAD,1460,fixed,C
Agency,CAD,1988,fixed,C
Agency,USD,406,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,753,fixed,D
Agency,USD,315,fixed,B
Agency,CAD,1750,fixed,C
Agency,USD,525,floating,A
Agency,USD,344,fixed,B
Agency,USD,350,fixed,B
Agency,USD,397,fixed,D
Agency,USD,315,fixed,B
Agency,USD,370,fixed,D
Agency,USD,509,fixed,D
Agency,USD,97,floating,A
Agency,USD,391,fixed,D
Agency,USD,178,fixed,B
Agency,CAD,1204,fixed,C
Agency,USD,415,fixed,D
Agency,CAD,961,floating,C
Agency,USD,317,fixed,B
Agency,CAD,1655,fixed,C
Agency,USD,984,floating,A
Agency,USD,380,fixed,D
Agency,USD,1584,fixed,D
Agency,USD,769,fixed,D
Agency,CAD,350,fixed,C
Agency,USD,324,fixed,B
Agency,CAD,650,floating,C
Agency,USD,297,fixed,B
Agency,USD,309,fixed,B
Agency,USD,411,fixed,D
Agency,USD,1828,fixed,D
Agency,USD,1230,fixed,D
Agency,USD,1356,fixed,D
Agency,CAD,700,fixed,C
Agency,USD,725,floating,A
Agency,USD,408,fixed,D
Agency,USD,398,fixed,D
Agency,USD,1281,floating,A
Agency,USD,976,floating,A
Agency,USD,309,floating,A
Agency,USD,808,floating,A
Agency,USD,364,fixed,B
Agency,USD,352,fixed,B
Agency,USD,387,floating,A
Agency,USD,317,fixed,B
Agency,USD,1302,fixed,D
Agency,USD,329,floating,A
Agency,USD,396,fixed,D
Agency,CAD,1105,fixed,C
Agency,USD,426,fixed,D
Agency,USD,366,fixed,D
Agency,USD,388,fixed,D
Agency,USD,1838,fixed,D
Agency,USD,310,floating,A
Agency,CAD,1667,fixed,C
Agency,CAD,332,fixed,C
Agency,USD,421,floating,A
Agency,USD,330,floating,A
Agency,USD,339,fixed,B
Agency,USD,401,fixed,D
Agency,USD,348,fixed,B
Agency,USD,1336,floating,A
Agency,USD,294,fixed,B
Agency,USD,374,fixed,D
Agency,USD,1692,fixed,D
Agency,USD,1170,fixed,D
Agency,USD,363,fixed,B
Agency,USD,1037,floating,A
Agency,USD,191,floating,A
Agency,USD,74,fixed,B
Agency,USD,1909,fixed,D
Agency,USD,304,fixed,B
Agency,USD,420,fixed,D
Agency,USD,392,fixed,D
Agency,USD,1802,fixed,D
Agency,USD,1765,fixed,D
Agency,CAD,353,fixed,C
Agency,USD,13,fixed,B
Agency,CAD,354,fixed,C
Agency,USD,1503,fixed,D
Agency,USD,219,fixed,B
Agency,USD,1055,fixed,D
Agency,USD,745,fixed,D
Agency,USD,1871,floating,A
Agency,USD,1644,floating,A
Agency,USD,341,fixed,B
Agency,USD,345,fixed,B
Agency,USD,425,fixed,D
Agency,USD,416,fixed,D
Agency,USD,543,floating,A
Agency,USD,274,fixed,B
Agency,USD,962,fixed,D
Agency,USD,521,fixed,D
Agency,USD,117,fixed,B
Agency,USD,413,fixed,D
Agency,USD,416,floating,A
Agency,USD,903,fixed,D
Agency,USD,390,fixed,D
Agency,USD,1184,fixed,D
Agency,USD,446,floating,A
Agency,USD,334,fixed,B
Agency,CAD,670,fixed,C
Agency,CAD,972,fixed,C
Agency,USD,1033,fixed,D
Agency,USD,1847,floating,A
Agency,USD,318,fixed,B
Agency,CAD,360,fixed,C
Agency,USD,309,floating,A
Agency,USD,403,fixed,D
Agency,USD,412,fixed,D
Agency,USD,22,fixed,B
Agency,USD,1577,floating,A
Agency,CAD,384,fixed,C
Agency,CAD,410,fixed,C
Agency,USD,429,fixed,D
Agency,USD,619,fixed,D
Agency,USD,1377,fixed,D
Agency,USD,416,fixed,D
Agency,USD,310,fixed,B
Agency,USD,333,fixed,B
Agency,CAD,390,floating,C
Agency,CAD,1574,fixed,C
Agency,USD,359,floating,A
Agency,USD,1032,fixed,D
Agency,USD,311,fixed,B
Agency,USD,1791,fixed,D
Agency,USD,361,fixed,B
Agency,USD,1640,fixed,D
Agency,USD,409,fixed,D
Agency,CAD,276,floating,C
Agency,USD,1419,floating,A
Agency,USD,1602,fixed,D
Agency,USD,1327,fixed,D
Agency,CAD,170,fixed,C
Agency,USD,651,floating,A
Agency,USD,1643,fixed,D
Agency,USD,1984,fixed,D
Agency,USD,702,fixed,D
Agency,CAD,679,fixed,C
Agency,USD,367,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,33,fixed,B
Agency,USD,385,fixed,D
Agency,USD,332,fixed,B
Agency,USD,423,fixed,D
Agency,USD,447,floating,A
Agency,USD,363,fixed,B
Agency,USD,526,floating,A
Agency,CAD,349,fixed,C
Agency,CAD,1568,fixed,C
Agency,USD,1506,floating,A
Agency,USD,1594,fixed,D
Agency,USD,325,floating,A
Agency,USD,925,fixed,D
Agency,CAD,1619,fixed,C
Agency,USD,373,fixed,D
Agency,USD,217,fixed,B
Agency,USD,400,fixed,D
Agency,USD,141,floating,A
Agency,USD,215,floating,A
Agency,USD,323,fixed,B
Agency,CAD,368,floating,C
Agency,CAD,360,floating,C
Agency,USD,333,fixed,B
Agency,USD,429,fixed,D
Agency,USD,283,fixed,B
Agency,USD,1023,fixed,D
Agency,USD,1382,fixed,D
Agency,CAD,477,floating,C
Agency,USD,1631,fixed,D
Agency,USD,405,fixed,D
Agency,USD,293,fixed,B
Agency,USD,283,fixed,B
Agency,USD,1881,fixed,D
Agency,USD,445,fixed,D
Agency,USD,399,fixed,D
Agency,USD,398,fixed,D
Agency,USD,342,fixed,B
Agency,USD,372,fixed,D
Agency,USD,1950,fixed,D
Agency,USD,1391,fixed,D
Agency,USD,1361,fixed,D
Agency,CAD,1376,fixed,C
Agency,USD,345,floating,A
Agency,USD,362,fixed,B
Agency,USD,700,floating,A
Agency,USD,698,floating,A
Agency,USD,755,fixed,D
Agency,USD,375,fixed,D
Agency,USD,1954,fixed,D
Agency,USD,1129,floating,A
Agency,USD,322,fixed,B
Agency,USD,401,fixed,D
Agency,CAD,379,fixed,C
Agency,USD,685,fixed,D
Agency,USD,363,fixed,B
Agency,USD,360,fixed,B
Agency,USD,416,fixed,D
Agency,USD,931,floating,A
Agency,USD,316,fixed,B
Agency,USD,399,fixed,D
Agency,USD,1797,fixed,D
Agency,USD,637,floating,A
Agency,USD,1156,fixed,D
Agency,USD,596,floating,A
Agency,USD,350,fixed,B
Agency,USD,1845,floating,A
Agency,CAD,323,fixed,C
Agency,USD,1725,fixed,D
Agency,USD,306,fixed,B
Agency,USD,1064,floating,A
Agency,USD,763,floating,A
Agency,CAD,1013,fixed,C
Agency,USD,1182,fixed,D
Agency,USD,390,fixed,D
Agency,USD,1270,fixed,D
Agency,CAD,578,fixed,C
Agency,USD,317,fixed,B
Agency,USD,1218,fixed,D
Agency,USD,1467,fixed,D
Agency,USD,340,floating,A
Agency,USD,950,fixed,D
Agency,USD,1924,fixed,D
Agency,USD,204,fixed,B
Agency,USD,1039,fixed,D
Agency,USD,330,fixed,B
Agency,USD,1827,fixed,D
Agency,USD,410,fixed,D
Agency,USD,1909,fixed,D
Agency,USD,355,fixed,B
Agency,CAD,420,fixed,C
Agency,USD,399,fixed,D
Agency,USD,428,fixed,D
Agency,USD,372,fixed,D
Agency,USD,1275,fixed,D
Agency,USD,1620,fixed,D
Agency,USD,392,fixed,D
Agency,USD,1955,floating,A
Agency,USD,520,fixed,D
Agency,USD,776,fixed,D
Agency,USD,355,fixed,B
Agency,CAD,735,fixed,C
Agency,USD,347,fixed,B
Agency,USD,1937,fixed,D
Agency,CAD,328,fixed,C
Agency,USD,1898,fixed,D
Agency,CAD,326,fixed,C
Agency,USD,301,fixed,B
Agency,USD,371,fixed,D
Agency,USD,354,fixed,B
Agency,USD,316,fixed,B
Agency,USD,659,fixed,D
Agency,CAD,1223,fixed,C
Agency,CAD,370,floating,C
Agency,USD,343,floating,A
Agency,USD,405,floating,A
Agency,USD,160,fixed,B
